,user_id,data,data_type,length,time
8165,1964634362,над глянуть,text,11,1751005905
8166,1964634362,блин,text,4,1751006025
8167,1964634362,прям вообще маленькая?,text,22,1751006035
8168,1964634362,ну пипец,text,8,1751006053
8169,1964634362,обленилась,text,10,1751006066
8170,1964634362,хотя у нее там проблемы со здоровьем вроде были,text,47,1751006079
8171,1964634362,"ты нью 
тебе сидеть и радоваться",text,32,1751006099
8172,1964634362,"да
из за этого откладывали",text,26,1751006121
8173,1964634362,Хань Ло Бань или Кан Лахан,text,26,1751006176
8174,1964634362,на китайский и японский мотив перевода имени,text,44,1751006192
8175,1964634362,CAACAgIAAyEFAASj_XDDAAJ3UmhePAq54lWCd73yUy85LMjvhNNoAAJeUAACgt7QSYdSnPYpdYLzNgQ,sticker,1,1751006218
8176,1964634362,в аниме рил быстрее все покажут,text,31,1751006229
8177,1964634362,"ага, но не все",text,14,1751006294
8178,1964634362,в час!,text,6,1751007380
8179,1964634362,наконец то,text,10,1751007402
8180,1964634362,кто ты,text,6,1751007441
8181,1964634362,вроде норма есть,text,16,1751007454
8182,1964634362,ты,text,2,1751007552
8183,1964634362,заранее что ли,text,14,1751007557
8184,1964634362,ариша ко мне ток в час придет,text,29,1751007583
8185,1964634362,мы собирались в 4,text,17,1751007621
8186,1964634362,волосы вить твои,text,16,1751007631
8187,1964634362,AwACAgIAAyEFAASj_XDDAAJ392heQZxOhI0253M4KvbksSD44b9OAAL7eQAC0DLwSr1sTjYNlBnSNgQ,voice,4,1751007645
8188,1964634362,AwACAgIAAyEFAASj_XDDAAJ3_GheQa1lpjD3AAFtrpFBMWrpuN0KpAACtHkAAjXs8Uq5u8CO6EPbyDYE,voice,12,1751007661
8189,1964634362,да ты емае,text,10,1751007670
8190,1964634362,стой,text,4,1751007672
8191,1964634362,а я в ахуй,text,10,1751007707
8192,1964634362,еще и холодно,text,13,1751007739
8193,1964634362,и грустно,text,9,1751007743
8194,1964634362,и не вкусно,text,11,1751007749
8195,1964634362,и собираться блин,text,17,1751007757
8196,1964634362,а я не хочу собираться,text,22,1751007765
8197,1964634362,доброе утро,text,11,1751007843
8198,1964634362,CAACAgIAAyEFAASj_XDDAAJ1nWhdnyOUJc2OtoLJ_pAJZaVir8eKAAJYGAACtSWwSV5PD7gedp5TNgQ,sticker,1,1751007847
8199,1964634362,хуасе,text,5,1751007930
8200,1964634362,"я
вас
сьем",text,10,1751007992
8201,1964634362,...,text,3,1751009796
8202,1964634362,BAACAgIAAyEFAASj_XDDAAJ4W2heTFpeZZj8kY2gvizula6Tp2eoAAKCegAC0DLwSrjHUNz9JUFkNgQ,video,55,1751010395
8203,1964634362,BAACAgIAAyEFAASj_XDDAAJ4XGheTKQ4IuxVYfSDdrL9WthEbgtjAAKPegAC0DLwSrJyHPF0Jm98NgQ,video,16,1751010468
8204,1964634362,"если мы будем дружить , будет фактом , что я буду шутить, но не факт что вы услышите саму шутку",text,95,1751011170
8205,1964634362,AwACAgIAAyEFAASj_XDDAAJ4XmheT2IXYFTEPDlWMw8DsYb231MCAALVbAAChI_xSkRGWDlrGuMhNgQ,voice,42,1751011170
8206,1964634362,"я делюсь тем что , я сегодня не выспалась и есть ощущение , что я жёстко угашенная",text,82,1751011252
8207,1964634362,активище надо поднимать,text,23,1751012395
8208,1964634362,пожать руку,text,11,1751012446
8209,1964634362,. отн чмок,text,10,1751012453
8210,1964634362,ферма,text,5,1751012459
8211,1964634362,второй чай?,text,11,1751020947
8212,1964634362,CAACAgQAAyEFAASj_XDDAAJ5A2hedaoJ3ZMQ9UUOloPBHFneLVxGAALTDgAC2IsRU5GqqMWjsJlENgQ,sticker,1,1751020970
8213,1964634362,"калл ребятки осталось 2 часа до чистки, администрация выпустилась из школы и теперь на руках имеет 2 аттестата , поздравьте нас , спасибо ! донабираем норму и радуемся , скорее всего  будем на телефоне лишу чистку проводить , да",text,228,1751037422
8214,1964634362,ЕЩЕ РАЗ КТО НИБУДЬ НАПИШЕТ Я ВЫДАМ ВСЕМ ВАРН,text,44,1751044216
8215,1964634362,во время чисток,text,15,1751044317
8216,1964634362,ура я дома,text,10,1751053641
8217,1964634362,прикиньте,text,9,1751053645
8218,1964634362,отпустили ура,text,13,1751053683
8219,1964634362,CAACAgIAAyEFAASj_XDDAAJ8B2he9YA3KMcmSCwmJgdjfSFEwbnSAALiUwACie7RSfu1d7WF0qJoNgQ,sticker,1,1751053696
8220,1964634362,у меня короче телефон,text,21,1751053715
8221,1964634362,держался на 2 процентов,text,23,1751053724
8222,1964634362,часа так три,text,12,1751053729
8223,1964634362,и выключился только когда я в свой подъезд зашла,text,48,1751053739
8224,1964634362,это ваще,text,8,1751053742
8225,1964634362,умница,text,6,1751053754
8226,1964634362,у меня ахуенный телефон,text,23,1751053779
8227,1964634362,у меня Хонор ахахаххахпхп,text,25,1751053839
8228,1964634362,у меня 3 процента держалось с 7-8 вечера,text,40,1751053882
8229,1964634362,"а щас
11 будет",text,14,1751053886
8230,1964634362,поцеловать @wiroksee,text,20,1751053972
8231,1964634362,работница месяца,text,16,1751053980
8232,1964634362,я тя ваще щас съесть готова,text,27,1751054059
8233,1964634362,3 раза спрашивала,text,17,1751054065
8234,1964634362,как происходит оплата,text,21,1751054072
8235,1964634362,здравствуй,text,10,1751054084
8236,1964634362,CAACAgIAAyEFAASj_XDDAAJ8Nmhe94PhXHTFU6aLztab42NkQv8UAAKTGwACTB3RStoR2WwwJB4jNgQ,sticker,1,1751054211
8237,1964634362,давай,text,5,1751054225
8238,1964634362,не бойся его,text,12,1751054298
8239,1964634362,не устроит,text,10,1751054308
8240,1964634362,активить не сможешь - бери рест,text,31,1751054323
8241,1964634362,правильно,text,9,1751054332
8242,1964634362,"да, знаю, поддержка хуевая",text,26,1751054343
8243,1964634362,но я час назад с ним сидела,text,27,1751054359
8244,1964634362,"он прост 
выебывается",text,21,1751054364
8245,1964634362,по случаю,text,9,1751054374
8246,1964634362,кста бота не сделал,text,19,1751054383
8247,1964634362,не обговорил,text,12,1751054386
8248,1964634362,"бота доделай и обговори
а потом революцию устраивай",text,51,1751054408
8249,1964634362,❓,text,1,1751054532
8250,1964634362,кого бояться ?,text,14,1751054540
8251,1964634362,все хорошо?,text,11,1751055045
8252,1964634362,топ,text,3,1751055048
8253,1964634362,топ неделя 50,text,13,1751055060
8254,1964634362,ага я не запомнила,text,18,1751055068
8255,1964634362,топ неделя,text,10,1751055073
8256,1964634362,"неа , там 9 голосов",text,19,1751086576
8257,1964634362,"калл добрейшего утра! просыпаемся , как ваши дела?",text,50,1751091262
8258,1964634362,список неактив,text,14,1751091275
8259,1964634362,доброе!!,text,8,1751091299
8260,1964634362,обнять,text,6,1751091306
8261,1964634362,перепере,text,8,1751091312
8262,1964634362,"о
что за доп?",text,13,1751091327
8263,1964634362,"ооо, там красиво?",text,17,1751091338
8264,1964634362,CAACAgIAAyEFAASj_XDDAAJ8omhfiJIMVi5J-bymbwMMJ2yAISk7AAMXAAINN6FL-v6pEFBMA582BA,sticker,1,1751091346
8265,1964634362,удачи,text,5,1751091351
8266,1964634362,"о, супер!",text,9,1751091377
8267,1964634362,посмотри у шарона,text,17,1751093463
8268,1964634362,я посмотрела серию,text,18,1751093469
8269,1964634362,плохо,text,5,1751093472
8270,1964634362,CAACAgIAAyEFAASj_XDDAAJ81WhfkOXU2Rc6tldh4zCpWWJZ_xhPAAI_AQACMNSdEftsTPVGjBjUNgQ,sticker,1,1751093477
8271,1964634362,ВААААААА,text,8,1751093593
8272,1964634362,АААА,text,4,1751093598
8273,1964634362,"нет слов, одни слезы",text,20,1751093606
8274,1964634362,"доброго , солнце",text,16,1751093613
8275,1964634362,я знала что так будет,text,21,1751093648
8276,1964634362,но,text,2,1751093649
8277,1964634362,в аниме прям оч хорошо все разжевали,text,36,1751093658
8278,1964634362,лучше чем в манге,text,17,1751093662
8279,1964634362,альт,text,4,1751093727
8280,1964634362,есть 2 манги по монологу,text,24,1751093738
8281,1964634362,та что красивее и основная из за суда и болезней автора,text,55,1751093766
8282,1964634362,не идет,text,7,1751093769
8283,1964634362,CAACAgIAAyEFAASj_XDDAAJ8omhfiJIMVi5J-bymbwMMJ2yAISk7AAMXAAINN6FL-v6pEFBMA582BA,sticker,1,1751093806
8284,1964634362,не все закончилось с судом,text,26,1751093816
8285,1964634362,последние 2 месяца гдав не было из за болезни,text,45,1751093827
8286,1964634362,ГЛАВЫ,text,5,1751093834
8287,1964634362,23,text,2,1751093849
8288,1964634362,вчера ж вышла,text,13,1751093854
8289,1964634362,здравствуй,text,10,1751093858
8290,1964634362,"да, иди смотреть",text,16,1751093875
8291,1964634362,"супер , так и оставь",text,20,1751093904
8292,1964634362,чет никто не отвечает,text,21,1751093921
8293,1964634362,дэ?,text,3,1751093923
8294,1964634362,калл закреп гляньте ‼️,text,22,1751093935
8295,1964634362,все?,text,4,1751093943
8296,1964634362,а во,text,4,1751093946
8297,1964634362,да там 8 челиков ответило,text,25,1751093963
8298,1964634362,из 30,text,5,1751093966
8299,1964634362,вот я и возмущаюсь,text,18,1751093980
8300,1964634362,вот это щас,text,11,1751093991
8301,1964634362,молодец,text,7,1751094000
8302,1964634362,что?,text,4,1751094726
8303,1964634362,доброго утра!,text,13,1751094738
8304,1964634362,"все хорошо , у тебя как?",text,24,1751094766
8305,1964634362,уиа,text,3,1751096226
8306,1964634362,"о 
ура",text,6,1751098345
8307,1964634362,CAACAgIAAyEFAASj_XDDAAJ9VmhfpFTo0GtaAUIULb9oRKdPnD0nAAIURwAC83vQSlWjaW_wqZt_NgQ,sticker,1,1751098452
8308,1964634362,ААААААААААААА,text,13,1751121491
8309,1964634362,КАРМА МЕНЯ УБИВАЕТ,text,18,1751121498
8310,1964634362,Я НЕ МОГУ,text,9,1751121505
8311,1964634362,ты смотрела ?,text,13,1751121515
8312,1964634362,ДА,text,2,1751122363
8313,1964634362,я бля,text,5,1751122374
8314,1964634362,20 минут могу болтать,text,21,1751122378
8315,1964634362,ЛУКУ ПОБИЛИ,text,11,1751122381
8316,1964634362,ОСТАВИЛИ НА СЦЕНЕ ГОРЕТЬ,text,24,1751122389
8317,1964634362,И ИНОПЛАНЕТЯНАМ,text,15,1751122395
8318,1964634362,мне кажется это лучше скрыть как спойлер,text,40,1751125255
8319,1964634362,"ахахахп
боже 
мне ее жаль",text,25,1751125540
8320,1964634362,ааа,text,3,1751125556
8321,1964634362,ну хорошо,text,9,1751125558
8322,1964634362,тогда супер,text,11,1751125561
8323,1964634362,о,text,1,1751126061
8324,1964634362,уверенна что ты важна для своего окружения,text,42,1751126222
8325,1964634362,ойой 😮,text,6,1751126275
8326,1964634362,ух ты,text,5,1751126281
8327,1964634362,"блин , как мило 🥹",text,17,1751126295
8328,1964634362,мы все надеемся что он положительный,text,36,1751128153
8329,1964634362,топ,text,3,1751128337
8330,1964634362,(((,text,3,1751128346
8331,1964634362,CAACAgIAAyEFAASj_XDDAAJ93mhgGTcRmg2Z8TvnF1BN3b2vNrILAAILVgACNGXQSUiCrhQWo_bjNgQ,sticker,1,1751128375
8332,1964634362,волнуюсь и извиваюсь,text,20,1751128386
8333,1964634362,спокойной ночи,text,14,1751131583
8334,1964634362,"как вас
растормошить",text,20,1751131593
8335,1964634362,мдам,text,4,1751173599
8336,1964634362,спасибо,text,7,1751173711
8337,1964634362,он был довольно активным участником,text,35,1751173722
8338,1964634362,"ничего, все хорошо",text,18,1751173762
8339,1964634362,доброе утро,text,11,1751175008
8340,1964634362,список неактив,text,14,1751175014
8341,1964634362,CAACAgIAAyEFAASj_XDDAAJ93mhgGTcRmg2Z8TvnF1BN3b2vNrILAAILVgACNGXQSUiCrhQWo_bjNgQ,sticker,1,1751175038
8342,1964634362,слушай,text,6,1751177692
8343,1964634362,флуд ради рекламы использовать не оч,text,36,1751177717
8344,1964634362,"калл доброе утро, просыпаемся , чем занимаетесь?",text,48,1751179015
8345,1964634362,"ого
я сижу с заболевшим братом",text,30,1751179079
8346,1964634362,пытаюсь развлечь его,text,20,1751179084
8347,1964634362,"и думаю как мне
расшевелить администрацию",text,41,1751179104
8348,1964634362,"спасибо , тебе тоже хорошо погулять",text,35,1751179112
8349,1964634362,"да , он писал",text,13,1751179183
8350,1964634362,"о, какие?",text,9,1751179291
8351,1964634362,все хорошо,text,10,1751179314
8352,1964634362,а,text,1,1751179320
8353,1964634362,для меня обычные это типо овсяного,text,34,1751179329
8354,1964634362,аха,text,3,1751179331
8355,1964634362,"удачи 
будем вдвоем",text,19,1751179358
8356,1964634362,обнять,text,6,1751179408
8357,1964634362,опа,text,3,1751179644
8358,1964634362,какую,text,5,1751179646
8359,1964634362,ООО,text,3,1751179688
8360,1964634362,крутяк,text,6,1751179695
8361,1964634362,а что за рандомыши,text,18,1751179710
8362,1964634362,кинь нам,text,8,1751179774
8363,1964634362,фу,text,2,1751179777
8364,1964634362,осуждаю,text,7,1751179779
8365,1964634362,"оо
чем?",text,7,1751179788
8366,1964634362,ой да забей,text,11,1751179796
8367,1964634362,никто тебя не осудит,text,20,1751179805
8368,1964634362,я те обещаю,text,11,1751179808
8369,1964634362,кто осудит того лично тресну,text,28,1751179816
8370,1964634362,"мне кажется что то случилось
но я помню",text,39,1751179828
8371,1964634362,вас всех,text,8,1751179833
8372,1964634362,хехехе,text,6,1751179834
8373,1964634362,"хаха, спасибо",text,13,1751179857
8374,1964634362,эт прикольное,text,13,1751179929
8375,1964634362,нееее,text,5,1751179943
8376,1964634362,по ролям,text,8,1751179964
8377,1964634362,да,text,2,1751180010
8378,1964634362,да??,text,4,1751180026
8379,1964634362,кошмар,text,6,1751180033
8380,1964634362,спасибо за комплимент,text,21,1751180042
8381,1964634362,хехе,text,4,1751180108
8382,1964634362,"хорошо, не загляну",text,18,1751180113
8383,1964634362,айла,text,4,1751180120
8384,1964634362,1,text,1,1751180178
8385,1964634362,я думаю мб какой нибудь,text,23,1751180192
8386,1964634362,интерактив устроить вам,text,23,1751180200
8387,1964634362,а то спите вы все,text,17,1751180204
8388,1964634362,кубик можно кинуть,text,18,1751180325
8389,1964634362,а как,text,5,1751180333
8390,1964634362,сюда,text,4,1751180349
8391,1964634362,может,text,5,1751180391
8392,1964634362,бота какого нибудь,text,18,1751180397
8393,1964634362,я зашла,text,7,1751180534
8394,1964634362,а что происходит,text,16,1751180792
8395,1964634362,вы че не сказали что начали 😭,text,29,1751180887
8396,1964634362,я в тик токе сидела,text,19,1751180903
8397,1964634362,не могу пока с братом,text,21,1751180920
8398,1964634362,пока не,text,7,1751180967
8399,1964634362,простите 🥲,text,10,1751180971
8400,1964634362,блин,text,4,1751181263
8401,1964634362,я не смотрела,text,13,1751181296
8402,1964634362,аха,text,3,1751181301
8403,1964634362,да лан,text,6,1751181349
8404,1964634362,спойлерите,text,10,1751181352
8405,1964634362,но для остальных лучше скрывать под этот самый спойлер,text,54,1751181366
8406,1964634362,"здравствуй, милая",text,17,1751181989
8407,1964634362,обалдеть,text,8,1751187881
8408,1964634362,доброго дня,text,11,1751188520
8409,1964634362,+,text,1,1751188536
8410,1964634362,во,text,2,1751188542
8411,1964634362,а то ваще 0,text,11,1751188545
8412,1964634362,моя анкета,text,10,1751188963
8413,1964634362,"о
прикольно",text,11,1751189896
8414,1964634362,как день проводишь?,text,19,1751190152
8415,1964634362,"о, круто!",text,9,1751190196
8416,1964634362,хд,text,2,1751190212
8417,1964634362,ФИГА,text,4,1751190305
8418,1964634362,красиво,text,7,1751190308
8419,1964634362,главное что выглядят хорошо,text,27,1751190454
8420,1964634362,?,text,1,1751190481
8421,1964634362,пока да,text,7,1751190495
8422,1964634362,"ой кстати,  не подскажешь свой день рождения?",text,45,1751190509
8423,1964634362,можем собраться,text,15,1751190520
8424,1964634362,фига,text,4,1751190533
8425,1964634362,"ахаха, спасибо 
нам месяца и числа достаточно",text,45,1751190549
8426,1964634362,калл не хотите в сломанный телефон?,text,35,1751190564
8427,1964634362,кто за пиши я,text,13,1751190572
8428,1964634362,я,text,1,1751190575
8429,1964634362,балин,text,5,1751190590
8430,1964634362,ссылку давай короч,text,18,1751190596
8431,1964634362,пока не разбежались,text,19,1751190601
8432,1964634362,сюда заходите кто будет,text,23,1751190648
8433,1964634362,там не скам,text,11,1751190655
8434,1964634362,обещаю,text,6,1751190658
8435,1964634362,блин,text,4,1751190770
8436,1964634362,присоединяйся,text,13,1751190779
8437,1964634362,хз,text,2,1751190947
8438,1964634362,мы вдвоем?,text,10,1751190962
8439,1964634362,"какие , а",text,9,1751190995
8440,1964634362,хорошо,text,6,1751191001
8441,1964634362,"молчат все , я не довольна!!",text,28,1751192747
8442,1964634362,вот будет актив,text,15,1751192998
8443,1964634362,буду довольна,text,13,1751193001
8444,1964634362,здравствуй,text,10,1751193006
8445,1964634362,"добро пожаловать , милая",text,24,1751193669
8446,1964634362,"все вопросы к лахану, его идея",text,30,1751193719
8447,1964634362,о,text,1,1751193726
8448,1964634362,а вы знаете друг друга?,text,23,1751193741
8449,1964634362,ух,text,2,1751193763
8450,1964634362,А НУ ВЫПЛЮНЬ ТЫ,text,15,1751193772
8451,1964634362,нью не обижать,text,14,1751193789
8452,1964634362,CAACAgIAAyEFAASj_XDDAAJ_sGhhGMjCKKheVc-DpddXqWBnK3GZAAIITAACxKfRSQc_uFfxmdUnNgQ,sticker,1,1751193800
8453,1964634362,не показалось,text,13,1751194589
8454,1964634362,калл глядим закреп,text,18,1751195582
8455,1964634362,можно так и ответить,text,20,1751195630
8456,1964634362,ахах,text,4,1751195631
8457,1964634362,он анонимный,text,12,1751195659
8458,1964634362,"да, так и должно быть",text,21,1751195682
8459,1964634362,"да, надеюсь еще будут",text,21,1751199662
8460,1964634362,добро пожаловать!!,text,18,1751199677
8461,1964634362,CAACAgIAAyEFAASj_XDDAAKADGhhL8kxEoOijOH37cx3db_GAvp6AAL_GgAC3crASAUhmkZthYD1NgQ,sticker,1,1751199689
8462,1964634362,а вот тут не поняла,text,19,1751199695
8463,1964634362,обнять,text,6,1751199711
8464,1964634362,хочешь спроси,text,13,1751199750
8465,1964634362,мы ток за,text,9,1751199756
8466,1964634362,ломень,text,6,1751199776
8467,1964634362,да,text,2,1751199819
8468,1964634362,мы добрые,text,9,1751199826
8469,1964634362,не переживай,text,12,1751199829
8470,1964634362,я оч надеюсь что мы наконец выберемся из 43 участников,text,54,1751199847
8471,1964634362,это уже какое то,text,16,1751199853
8472,1964634362,магическое число,text,16,1751199856
8473,1964634362,здравствуй,text,10,1751199864
8474,1964634362,?,text,1,1751199902
8475,1964634362,в лс глянь,text,10,1751199918
8476,1964634362,да,text,2,1751199932
8477,1964634362,ноооо,text,5,1751199948
8478,1964634362,не факт что ещё кто то будет,text,28,1751199956
8479,1964634362,CAACAgIAAyEFAASj_XDDAAKAPWhhMOIZjxuEaLIwZa81Efn0AYuOAAKZHwAC7-2hS2nQQM4qtMCSNgQ,sticker,1,1751199970
8480,1964634362,мы тоже,text,7,1751200017
8481,1964634362,так и нужно,text,11,1751203408
8482,1964634362,список неактив,text,14,1751203740
8483,1964634362,@myname13v ты живая?,text,20,1751203763
8484,1964634362,@zessk_01 живой? 🥲,text,18,1751203780
8485,1964634362,умница,text,6,1751203785
8486,1964634362,согласна,text,8,1751205509
8487,1964634362,чего опять молчимм,text,18,1751205607
8488,1964634362,нужно это исправлять,text,20,1751205776
8489,1964634362,что будешь?,text,11,1751205789
8490,1964634362,рамен?,text,6,1751205803
8491,1964634362,прикол,text,6,1751205812
8492,1964634362,калл тамамо,text,11,1751215140
8493,1964634362,добро пожаловать!,text,17,1751215151
8494,1964634362,ура,text,3,1751215236
8495,1964634362,ужас,text,4,1751215426
8496,1964634362,спасибо,text,7,1751215451
8497,1964634362,а с хуяли,text,9,1751220254
8498,1964634362,вот,text,3,1751220259
8499,1964634362,ха,text,2,1751220278
8500,1964634362,ниче,text,4,1751220280
8501,1964634362,переборем,text,9,1751220284
8502,1964634362,ха,text,2,1751220355
8503,1964634362,кто ты,text,6,1751220363
8504,1964634362,"да , как и думала",text,17,1751220372
8505,1964634362,нихуя не влился,text,15,1751220375
8506,1964634362,есть,text,4,1751220813
8507,1964634362,?,text,1,1751220842
8508,1964634362,да,text,2,1751220866
8509,1964634362,хрена се самобуллинг,text,20,1751220907
8510,1964634362,это к ин хуа,text,12,1751220983
8511,1964634362,топ,text,3,1751221076
8512,1964634362,"ха
🥲",text,4,1751221438
8513,1964634362,о гача,text,6,1751223675
8514,1964634362,доброе утро,text,11,1751260781
8515,1964634362,как ты?,text,7,1751260788
8516,1964634362,"все хорошо, но хочется спать",text,28,1751264135
8517,1964634362,перевет ей,text,10,1751264143
8518,1964634362,опять привыкать к аве елки палки,text,32,1751264181
8519,1964634362,надо реально добавить я сам себя бешу,text,37,1751265467
8520,1964634362,мне кажется этот вариант больше всего собрал бы,text,47,1751265483
8521,1964634362,все еще?,text,8,1751265988
8522,1964634362,м?,text,2,1751275566
8523,1964634362,ты живая?,text,9,1751277260
8524,1964634362,калл суйрей,text,11,1751279936
8525,1964634362,добро пожаловать!!,text,18,1751279949
8526,1964634362,я две секунды как зашла домой,text,29,1751279982
8527,1964634362,ме,text,2,1751279985
8528,1964634362,CAACAgIAAyEFAASj_XDDAAKBymhiaXUeoBLnHJPpEHnosmOJJqD1AALmPwACe-2RS-ypFK_JRmhCNgQ,sticker,1,1751279989
8529,1964634362,ла,text,2,1751280003
8530,1964634362,клан?,text,5,1751280750
8531,1964634362,ура,text,3,1751280912
8532,1964634362,"ООО
тогда лойд",text,14,1751283781
8533,1964634362,мб занята,text,9,1751283980
8534,1964634362,БОЖЕ Я ТЕБЯ НЕ ПОДПИСАЛА ЕЩЕ,text,28,1751285052
8535,1964634362,простите,text,8,1751285058
8536,1964634362,усе,text,3,1751285102
8537,1964634362,че вы опять молчите,text,19,1751285111
8538,1964634362,CAACAgIAAyEFAASj_XDDAAKCIGhifYm6XxPrUNzEQIUDYzrfBrrpAALeSgAC_4_gSjLhctBhVIgdNgQ,sticker,1,1751285129
8539,1964634362,о жизни,text,7,1751285163
8540,1964634362,она нас всех испугала,text,21,1751290113
8541,1964634362,мы думали удалять или нет,text,25,1751290118
8542,1964634362,достижение,text,10,1751290140
8543,1964634362,могу выдать награду,text,19,1751290145
8544,1964634362,"награды 
за первый увиденный мат и за произнесенный",text,51,1751290168
8545,1964634362,ВОТ,text,3,1751290181
8546,1964634362,мне тож сказали кинуть,text,22,1751290200
8547,1964634362,я решила подождать,text,18,1751290204
8548,1964634362,и правильно,text,11,1751290213
8549,1964634362,елки палки,text,10,1751291005
8550,1964634362,😨,text,1,1751291012
8551,1964634362,мужик сам в ахуе,text,16,1751291284
8552,1964634362,потерялся наверн,text,16,1751291290
8553,1964634362,бля мелкая ты,text,13,1751291296
8554,1964634362,чего,text,4,1751291345
8555,1964634362,а что это значит,text,16,1751291351
8556,1964634362,говори,text,6,1751291353
8557,1964634362,чего,text,4,1751291365
8558,1964634362,ладно,text,5,1751291367
8559,1964634362,так нуууу,text,9,1751291752
8560,1964634362,во флуде контент 18+ запрещен,text,29,1751291763
8561,1964634362,тут очень много детей,text,21,1751291767
8562,1964634362,так что,text,7,1751291769
8563,1964634362,загугли,text,7,1751291796
8564,1964634362,ваще,text,4,1751291797
8565,1964634362,там ниче нет такого,text,19,1751291801
8566,1964634362,женская физиология,text,18,1751291807
8567,1964634362,можешь только сбежать,text,21,1751296019
8568,1964634362,кстааатии,text,9,1751296025
8569,1964634362,сегодня последний день твоего реста,text,35,1751296032
8570,1964634362,обычный,text,7,1751296352
8571,1964634362,ЕЛКИ ПАЛКИ,text,10,1751296363
8572,1964634362,ЭТО КТО ПРИШЕЛ,text,14,1751296368
8573,1964634362,флудилка и так дохнет,text,21,1751296377
8574,1964634362,нет,text,3,1751296387
8575,1964634362,ток проснулась?,text,15,1751302624
8576,1964634362,о,text,1,1751302704
8577,1964634362,кайфы,text,5,1751302707
8578,1964634362,"наградить 
самый счастливый участник флуда",text,42,1751303938
8579,1964634362,добро пожаловать в нашу обитель ! надеюсь тебе тут понравится,text,61,1751305164
8580,1964634362,?,text,1,1751305254
8581,1964634362,боже мой,text,8,1751305261
8582,1964634362,ферма,text,5,1751305578
8583,1964634362,это чистосердечное?,text,19,1751305721
8584,1964634362,сама забуллила,text,14,1751305827
8585,1964634362,сама погладила,text,14,1751305831
8586,1964634362,ахуеть,text,6,1751305836
8587,1964634362,а я ее поднимать планирую,text,25,1751306079
8588,1964634362,миллионах ?,text,11,1751306144
8589,1964634362,хз,text,2,1751306286
8590,1964634362,это что?,text,8,1751306478
8591,1964634362,эх,text,2,1751306507
8592,1964634362,ну вы общаетесь,text,15,1751306512
8593,1964634362,я рада,text,6,1751306514
8594,1964634362,здравствуй,text,10,1751306676
8595,1964634362,мы сами в печали,text,16,1751306682
8596,1964634362,надо актив поднимать,text,20,1751306705
8597,1964634362,потому что все сидят,text,20,1751306709
8598,1964634362,смотрят,text,7,1751306716
8599,1964634362,и не пишут,text,10,1751306719
8600,1964634362,топ,text,3,1751306724
8601,1964634362,во,text,2,1751306730
8602,1964634362,прям вообще мало,text,16,1751306737
8603,1964634362,да,text,2,1751306777
8604,1964634362,а ты вот ток щас пришел,text,23,1751306789
8605,1964634362,все хорошооо,text,12,1751306853
8606,1964634362,мы думаем над тем что делать тут,text,32,1751306913
8607,1964634362,ооо,text,3,1751306982
8608,1964634362,у меня тож,text,10,1751306985
8609,1964634362,я тоже,text,6,1751306988
8610,1964634362,обнять,text,6,1751307012
8611,1964634362,мы пока чет,text,11,1751307022
8612,1964634362,мало в целом пишем,text,18,1751307026
8613,1964634362,но за актив,text,11,1751307037
8614,1964634362,"погодадить 
все хорошо будет",text,28,1751307050
8615,1964634362,ириска,text,6,1751307064
8616,1964634362,фу,text,2,1751307068
8617,1964634362,"ой , спасибо",text,12,1751307119
8618,1964634362,CAACAgIAAyEFAASj_XDDAAKEAmhi03xzC-yMlLXDLwkGfA0YQg64AAKsKAACnKgZSkhOu88436t8NgQ,sticker,1,1751307132
8619,1964634362,"да, мы думаем прикладывать усилия",text,33,1751307146
8620,1964634362,???,text,3,1751307199
8621,1964634362,"готовы услышать предложения 
пока придумали , скоро узнаете",text,59,1751307215
8622,1964634362,ой какая,text,8,1751307220
8623,1964634362,кто ты @dD4rky,text,14,1751307683
8624,1964634362,человек призрак,text,15,1751307699
8625,1964634362,оцените,text,7,1751309331
8626,1964634362,"калл мы поменяли название чуть чуть,не теряйте",text,46,1751309370
8627,1964634362,удачи!!,text,7,1751309378
8628,1964634362,поцеловать,text,10,1751309394
8629,1964634362,правильно,text,9,1751309415
8630,1964634362,так выглядит?,text,13,1751309473
8631,1964634362,привета,text,7,1751309528
8632,1964634362,по личному опыту рекомендуешь?,text,30,1751309554
8633,1964634362,:),text,2,1751309559
8634,1964634362,"и ты активишь, горжусь",text,22,1751309895
8635,1964634362,угу :>,text,6,1751310968
8636,1964634362,о мицу,text,6,1751310978
8637,1964634362,помню была КП по ней,text,20,1751310988
8638,1964634362,приветикии,text,10,1751354001
8639,1964634362,доброе утро!,text,12,1751354010
8640,1964634362,мдем,text,4,1751354535
8641,1964634362,"калл добрейшего дня , хочу предупредить вас о том что мы планируем изменения для чата , всякие интерактивы и игры , узнаете корочеее , готовьтесь к тому что будет много зазывов и опросов , важно знать ваше мнение . Вопрос дня : чай или кофе?",text,241,1751366113
8642,1964634362,CAACAgQAAyEFAASj_XDDAAJzPWhdH2xwj3Ffhwec7EF7pulb0gJLAAJBCwAC_liAUpf-qm0kukfXNgQ,sticker,1,1751366125
8643,1964634362,будет весело,text,12,1751366133
8644,1964634362,я вам обещаю,text,12,1751366136
8645,1964634362,обычно после этого появляется целая коллекция,text,45,1751366182
8646,1964634362,ахаха,text,5,1751366183
